iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality
SWE,Europe,Sweden,2020-02-11,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-12,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-13,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-14,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-15,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-16,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-623.1,-4.56,-4.01
SWE,Europe,Sweden,2020-02-17,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-18,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-19,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-20,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-21,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-22,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-23,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-812.2,-5.18,-9.39
SWE,Europe,Sweden,2020-02-24,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-25,1.0,0.0,0.0,,,0.0,0.098,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-26,2.0,1.0,0.143,,,0.0,0.197,0.098,0.014,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-27,3.0,1.0,0.286,,,0.0,0.295,0.098,0.028,,,0.0,,0.0,0.0,1.0,0.098,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-28,11.0,8.0,1.429,,,0.0,1.083,0.787,0.141,,,0.0,,0.0,0.0,1.0,0.098,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-02-29,14.0,3.0,1.857,,,0.0,1.378,0.295,0.183,,,0.0,,0.0,0.0,1.0,0.098,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-01,14.0,0.0,1.857,,,0.0,1.378,0.0,0.183,,,0.0,,0.0,0.0,1.0,0.098,,,,,,,,,,,,,,,,,,,,,,,,,5.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-987.2,-5.59,-8.75
SWE,Europe,Sweden,2020-03-02,19.0,5.0,2.571,,,0.0,1.87,0.492,0.253,,,0.0,,0.0,0.0,3.0,0.295,,,,,,,,,,,,,,,,,,,,,,,,,13.89,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-03,32.0,13.0,4.429,,,0.0,3.15,1.28,0.436,,,0.0,,0.0,0.0,3.0,0.295,,,,,,,,,,,,,,,,,,,,,,,,,13.89,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-04,62.0,30.0,8.571,,,0.0,6.102,2.953,0.844,,,0.0,,0.0,0.0,3.0,0.295,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-05,87.0,25.0,12.0,,,0.0,8.563,2.461,1.181,,,0.0,,0.0,0.0,6.0,0.591,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-06,146.0,59.0,19.286,,,0.0,14.37,5.807,1.898,,,0.0,,0.0,0.0,7.0,0.689,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-07,179.0,33.0,23.571,,,0.0,17.618,3.248,2.32,,,0.0,2.25,0.0,0.0,7.0,0.689,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-08,225.0,46.0,30.143,,,0.0,22.145,4.527,2.967,,,0.0,2.25,0.0,0.0,7.0,0.689,2.951,0.29,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-1053.9,-5.37,-3.44
SWE,Europe,Sweden,2020-03-09,326.0,101.0,43.857,,,0.0,32.086,9.941,4.317,,,0.0,2.24,0.0,0.0,10.0,0.984,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-10,424.0,98.0,56.0,1.0,1.0,0.143,41.732,9.646,5.512,0.098,0.098,0.014,2.2,0.0,0.0,14.0,1.378,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-11,620.0,196.0,79.714,1.0,0.0,0.143,61.023,19.291,7.846,0.098,0.0,0.014,2.14,0.0,0.0,18.0,1.772,,,,,,,,,,,,,,,,,,,,,,,,,19.44,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-12,771.0,151.0,97.714,2.0,1.0,0.286,75.885,14.862,9.617,0.197,0.098,0.028,2.06,0.0,0.0,15.0,1.476,,,,,,,,,,,,,,,,,,,,,,,,,30.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-13,923.0,152.0,111.0,3.0,1.0,0.429,90.845,14.96,10.925,0.295,0.098,0.042,1.97,0.0,0.0,16.0,1.575,,,,,,,,,,,,,,,,,,,,,,,,,30.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-14,994.0,71.0,116.429,5.0,2.0,0.714,97.833,6.988,11.459,0.492,0.197,0.07,1.89,1.0,0.098,18.0,1.772,,,,,,,,,,,,,,,,,,,,,,,,,30.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-15,1063.0,69.0,119.714,7.0,2.0,1.0,104.624,6.791,11.783,0.689,0.197,0.098,1.81,2.0,0.197,23.0,2.264,15.741,1.549,,,,,,,,,,,,,,,,,,,,,,,30.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-1201.4,-5.58,-7.67
SWE,Europe,Sweden,2020-03-16,1146.0,83.0,117.143,8.0,1.0,1.143,112.794,8.169,11.53,0.787,0.098,0.112,1.75,3.0,0.295,26.0,2.559,,,,,,,,,,,,,,,,,,,,,,,,,34.26,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-17,1265.0,119.0,120.143,14.0,6.0,1.857,124.506,11.712,11.825,1.378,0.591,0.183,1.71,3.0,0.295,45.0,4.429,,,,,,,,,,,,,,,,,,,,,,,,,41.67,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-18,1410.0,145.0,112.857,21.0,7.0,2.857,138.777,14.271,11.108,2.067,0.689,0.281,1.67,7.0,0.689,64.0,6.299,,,,,,,,,,,,,,,,,,,,,,,,,41.67,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-19,1553.0,143.0,111.714,30.0,9.0,4.0,152.852,14.075,10.995,2.953,0.886,0.394,1.66,31.0,3.051,207.0,20.374,,,,,,,,,,,,,,,,,,,,,,,,,47.22,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-20,1733.0,180.0,115.714,38.0,8.0,5.0,170.568,17.716,11.389,3.74,0.787,0.492,1.65,35.0,3.445,265.0,26.082,,,,,,,,,,,,,,,,,,,,,,,,,47.22,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-21,1868.0,135.0,124.857,49.0,11.0,6.286,183.855,13.287,12.289,4.823,1.083,0.619,1.64,56.0,5.512,317.0,31.2,,,,,,,,,,,,,,,,,,,,,,,,,47.22,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-22,1986.0,118.0,131.857,60.0,11.0,7.571,195.469,11.614,12.978,5.905,1.083,0.745,1.63,62.0,6.102,383.0,37.696,84.606,8.327,,,,,,,,,,,,,,,,,,,,,,,47.22,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-1112.1,-4.76,4.9
SWE,Europe,Sweden,2020-03-23,2168.0,182.0,146.0,81.0,21.0,10.429,213.382,17.913,14.37,7.972,2.067,1.026,1.63,94.0,9.252,460.0,45.275,,,,,,,,,,,,,,,,,,,,,,,,,47.22,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-24,2398.0,230.0,161.857,103.0,22.0,12.714,236.02,22.637,15.931,10.138,2.165,1.251,1.62,106.0,10.433,530.0,52.165,,,,,,,,,,,,,,,,,,,,,,,,,47.22,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-25,2712.0,314.0,186.0,134.0,31.0,16.143,266.925,30.905,18.307,13.189,3.051,1.589,1.62,132.0,12.992,637.0,62.696,,,,,,,,,,,,,,,,,,,,,,,,,50.93,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-26,2998.0,286.0,206.429,166.0,32.0,19.429,295.074,28.149,20.317,16.338,3.15,1.912,1.61,161.0,15.846,750.0,73.818,,,,,,,,,,,,,,,,,,,,,,,,,50.93,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-27,3363.0,365.0,232.857,201.0,35.0,23.286,330.999,35.925,22.919,19.783,3.445,2.292,1.61,187.0,18.405,879.0,86.514,,,,,,,,,,,,,,,,,,,,,,,,,50.93,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-28,3663.0,300.0,256.429,239.0,38.0,27.143,360.526,29.527,25.239,23.523,3.74,2.671,1.6,199.0,19.586,947.0,93.207,,,,,,,,,,,,,,,,,,,,,,,,,50.93,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-29,3943.0,280.0,279.571,284.0,45.0,32.0,388.084,27.559,27.516,27.952,4.429,3.15,1.58,221.0,21.752,1044.0,102.754,233.158,22.948,,,,,,,,,,,,,,,,,,,,,,,59.26,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-870.0,-3.45,13.12
SWE,Europe,Sweden,2020-03-30,4359.0,416.0,313.0,332.0,48.0,35.857,429.029,40.944,30.807,32.677,4.724,3.529,1.56,262.0,25.787,1162.0,114.368,,,,,,,,,,,,,,,,,,,,,,,,,59.26,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-03-31,4834.0,475.0,348.0,385.0,53.0,40.286,475.78,46.751,34.251,37.893,5.216,3.965,1.53,298.0,29.33,1295.0,127.459,,,,,,,,,,,,,,,,,,,,,,,,,59.26,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-01,5320.0,486.0,372.571,455.0,70.0,45.857,523.614,47.834,36.67,44.783,6.89,4.513,1.5,315.0,31.003,1381.0,135.923,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-02,5874.0,554.0,410.857,535.0,80.0,52.714,578.141,54.527,40.438,52.657,7.874,5.188,1.47,342.0,33.661,1486.0,146.258,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-03,6475.0,601.0,444.571,605.0,70.0,57.714,637.293,59.153,43.756,59.546,6.89,5.68,1.45,361.0,35.531,1523.0,149.899,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-04,6832.0,357.0,452.714,373.0,-232.0,19.143,672.43,35.137,44.558,36.712,-22.834,1.884,1.41,378.0,37.204,1569.0,154.427,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-05,7172.0,340.0,461.286,401.0,28.0,16.714,705.894,33.464,45.401,39.468,2.756,1.645,1.38,404.0,39.763,1773.0,174.505,271.526,26.725,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,-265.2,-0.98,33.14
SWE,Europe,Sweden,2020-04-06,7561.0,389.0,457.429,477.0,76.0,20.714,744.181,38.287,45.022,46.948,7.48,2.039,1.35,422.0,41.535,1807.0,177.852,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-07,8299.0,738.0,495.0,591.0,114.0,29.429,816.818,72.637,48.72,58.168,11.22,2.896,1.33,434.0,42.716,1864.0,183.462,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-08,8954.0,655.0,519.143,687.0,96.0,33.143,881.285,64.467,51.096,67.617,9.449,3.262,1.3,454.0,44.684,1912.0,188.186,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-09,9599.0,645.0,532.143,793.0,106.0,36.857,944.769,63.483,52.375,78.05,10.433,3.628,1.27,465.0,45.767,1922.0,189.17,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-10,10053.0,454.0,511.143,870.0,77.0,37.857,989.453,44.684,50.309,85.629,7.579,3.726,1.24,482.0,47.44,2011.0,197.93,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-11,10448.0,395.0,516.571,887.0,17.0,73.429,1028.33,38.877,50.843,87.302,1.673,7.227,1.22,494.0,48.621,2054.0,202.162,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-12,10912.0,464.0,534.286,899.0,12.0,71.143,1073.999,45.669,52.586,88.483,1.181,7.002,1.21,504.0,49.606,2104.0,207.083,280.38,27.596,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,582.6,2.02,47.96
SWE,Europe,Sweden,2020-04-13,11349.0,437.0,541.143,919.0,20.0,63.143,1117.01,43.011,53.261,90.451,1.968,6.215,1.19,517.0,50.885,2175.0,214.071,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-14,11828.0,479.0,504.143,1033.0,114.0,63.143,1164.155,47.145,49.62,101.672,11.22,6.215,1.17,518.0,50.983,2199.0,216.434,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
SWE,Europe,Sweden,2020-04-15,12432.0,604.0,496.857,1203.0,170.0,73.714,1223.603,59.448,48.902,118.404,16.732,7.255,1.16,526.0,51.771,2228.0,219.288,,,,,,,,,,,,,,,,,,,,,,,,,64.81,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,
