iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality
AFG,Asia,Afghanistan,2020-03-09,8.0,0.0,0.429,,,0.0,0.201,0.0,0.011,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-10,8.0,0.0,0.429,,,0.0,0.201,0.0,0.011,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-11,11.0,3.0,0.857,,,0.0,0.276,0.075,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-12,11.0,0.0,0.857,,,0.0,0.276,0.0,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-13,11.0,0.0,0.857,,,0.0,0.276,0.0,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-14,14.0,3.0,0.857,,,0.0,0.351,0.075,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-15,20.0,6.0,1.714,,,0.0,0.502,0.151,0.043,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-16,25.0,5.0,2.429,,,0.0,0.628,0.126,0.061,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-17,26.0,1.0,2.571,,,0.0,0.653,0.025,0.065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-18,26.0,0.0,2.143,,,0.0,0.653,0.0,0.054,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-19,26.0,0.0,2.143,,,0.0,0.653,0.0,0.054,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-20,24.0,-2.0,1.857,,,0.0,0.602,-0.05,0.047,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-21,24.0,0.0,1.429,,,0.0,0.602,0.0,0.036,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-22,34.0,10.0,2.0,,,0.0,0.854,0.251,0.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-23,40.0,6.0,2.143,1.0,1.0,0.143,1.004,0.151,0.054,0.025,0.025,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-24,42.0,2.0,2.286,1.0,0.0,0.143,1.054,0.05,0.057,0.025,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-25,74.0,32.0,6.857,1.0,0.0,0.143,1.858,0.803,0.172,0.025,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-26,80.0,6.0,7.714,2.0,1.0,0.286,2.008,0.151,0.194,0.05,0.025,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-27,91.0,11.0,9.571,2.0,0.0,0.286,2.284,0.276,0.24,0.05,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-28,106.0,15.0,11.714,2.0,0.0,0.286,2.661,0.377,0.294,0.05,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-29,114.0,8.0,11.429,4.0,2.0,0.571,2.862,0.201,0.287,0.1,0.05,0.014,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-30,114.0,0.0,10.571,4.0,0.0,0.429,2.862,0.0,0.265,0.1,0.0,0.011,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-03-31,166.0,52.0,17.714,4.0,0.0,0.429,4.167,1.305,0.445,0.1,0.0,0.011,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-01,192.0,26.0,16.857,4.0,0.0,0.429,4.82,0.653,0.423,0.1,0.0,0.011,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-02,235.0,43.0,22.143,4.0,0.0,0.286,5.899,1.079,0.556,0.1,0.0,0.007,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-03,269.0,34.0,25.429,5.0,1.0,0.429,6.753,0.854,0.638,0.126,0.025,0.011,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-04,270.0,1.0,23.429,5.0,0.0,0.429,6.778,0.025,0.588,0.126,0.0,0.011,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-05,299.0,29.0,26.429,7.0,2.0,0.429,7.506,0.728,0.663,0.176,0.05,0.011,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-06,337.0,38.0,31.857,7.0,0.0,0.429,8.46,0.954,0.8,0.176,0.0,0.011,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-07,367.0,30.0,28.714,11.0,4.0,1.0,9.213,0.753,0.721,0.276,0.1,0.025,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-08,423.0,56.0,33.0,14.0,3.0,1.429,10.619,1.406,0.828,0.351,0.075,0.036,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-09,444.0,21.0,29.857,15.0,1.0,1.571,11.146,0.527,0.75,0.377,0.025,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-10,521.0,77.0,36.0,15.0,0.0,1.429,13.079,1.933,0.904,0.377,0.0,0.036,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-11,521.0,0.0,35.857,15.0,0.0,1.429,13.079,0.0,0.9,0.377,0.0,0.036,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-12,555.0,34.0,36.571,18.0,3.0,1.571,13.932,0.854,0.918,0.452,0.075,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-13,607.0,52.0,38.571,19.0,1.0,1.714,15.238,1.305,0.968,0.477,0.025,0.043,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-14,665.0,58.0,42.571,22.0,3.0,1.571,16.694,1.456,1.069,0.552,0.075,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-15,770.0,105.0,49.571,25.0,3.0,1.571,19.33,2.636,1.244,0.628,0.075,0.039,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-16,794.0,24.0,50.0,29.0,4.0,2.0,19.932,0.602,1.255,0.728,0.1,0.05,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-17,845.0,51.0,46.286,30.0,1.0,2.143,21.212,1.28,1.162,0.753,0.025,0.054,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-18,908.0,63.0,55.286,30.0,0.0,2.143,22.794,1.582,1.388,0.753,0.0,0.054,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-19,933.0,25.0,54.0,30.0,0.0,1.714,23.421,0.628,1.356,0.753,0.0,0.043,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-20,996.0,63.0,55.571,33.0,3.0,2.0,25.003,1.582,1.395,0.828,0.075,0.05,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-21,1026.0,30.0,51.571,36.0,3.0,2.0,25.756,0.753,1.295,0.904,0.075,0.05,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-22,1092.0,66.0,46.0,36.0,0.0,1.571,27.413,1.657,1.155,0.904,0.0,0.039,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-23,1176.0,84.0,54.571,40.0,4.0,1.571,29.521,2.109,1.37,1.004,0.1,0.039,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-24,1226.0,50.0,54.429,40.0,0.0,1.429,30.777,1.255,1.366,1.004,0.0,0.036,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-25,1330.0,104.0,60.286,43.0,3.0,1.857,33.387,2.611,1.513,1.079,0.075,0.047,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-26,1463.0,133.0,75.714,49.0,6.0,2.714,36.726,3.339,1.901,1.23,0.151,0.068,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-27,1531.0,68.0,76.429,50.0,1.0,2.429,38.433,1.707,1.919,1.255,0.025,0.061,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-28,1703.0,172.0,96.714,60.0,10.0,3.429,42.751,4.318,2.428,1.506,0.251,0.086,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-29,1827.0,124.0,105.0,60.0,0.0,3.429,45.864,3.113,2.636,1.506,0.0,0.086,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-04-30,1827.0,0.0,93.0,60.0,0.0,2.857,45.864,0.0,2.335,1.506,0.0,0.072,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-01,2171.0,344.0,135.0,64.0,4.0,3.429,54.499,8.636,3.389,1.607,0.1,0.086,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-02,2469.0,298.0,162.714,72.0,8.0,4.143,61.98,7.481,4.085,1.807,0.201,0.104,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-03,2469.0,0.0,143.714,72.0,0.0,3.286,61.98,0.0,3.608,1.807,0.0,0.082,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-04,2469.0,0.0,134.0,72.0,0.0,3.143,61.98,0.0,3.364,1.807,0.0,0.079,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-05,2469.0,0.0,109.429,72.0,0.0,1.714,61.98,0.0,2.747,1.807,0.0,0.043,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-06,3224.0,755.0,199.571,95.0,23.0,5.0,80.933,18.953,5.01,2.385,0.577,0.126,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-07,3392.0,168.0,223.571,104.0,9.0,6.286,85.15,4.217,5.612,2.611,0.226,0.158,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-08,3563.0,171.0,198.857,105.0,1.0,5.857,89.443,4.293,4.992,2.636,0.025,0.147,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-09,3563.0,0.0,156.286,105.0,0.0,4.714,89.443,0.0,3.923,2.636,0.0,0.118,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-10,4402.0,839.0,276.143,119.0,14.0,6.714,110.505,21.062,6.932,2.987,0.351,0.169,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-11,4664.0,262.0,313.571,120.0,1.0,6.857,117.082,6.577,7.872,3.012,0.025,0.172,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-12,4967.0,303.0,356.857,127.0,7.0,7.857,124.688,7.606,8.958,3.188,0.176,0.197,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-13,4967.0,0.0,249.0,127.0,0.0,4.571,124.688,0.0,6.251,3.188,0.0,0.115,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
AFG,Asia,Afghanistan,2020-05-14,5339.0,372.0,278.143,136.0,9.0,4.571,134.026,9.338,6.982,3.414,0.226,0.115,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,
